kc_pos,kc_vel,d_safe,k_rep,u_max,final_mean_err,decay_ratio,min_pair_dist,improve_final_pct,improve_decay_pct,safe_flag,score
0.08,0.3,0.25,1.8,1,1.09780639072205,0.643790487758421,0.121191676422866,7.93564794758141,7.93564794758142,0,1.8858896264934
0.08,0.3,0.25,1.8,1.2,1.09780639072205,0.643790487758421,0.121191676422866,7.93564794758141,7.93564794758142,0,1.8858896264934
0.08,0.2,0.25,1.8,1,1.09605355598108,0.642762566676536,0.119640755283826,8.08264435427613,8.08264435427614,0,1.89964600314282
0.08,0.2,0.25,1.8,1.2,1.09605355598108,0.642762566676536,0.119640755283826,8.08264435427613,8.08264435427614,0,1.89964600314282
0.08,0.2,0.25,1.2,1,1.09598999763186,0.642725293928817,0.117739634407864,8.08797449107248,8.08797449107248,0,1.91859365355323
0.08,0.2,0.25,1.2,1.2,1.09598999763186,0.642725293928817,0.117739634407864,8.08797449107248,8.08797449107248,0,1.91859365355323
0.08,0.3,0.25,1.2,1,1.09775773717141,0.643761955684493,0.117872438967872,7.93972813663169,7.9397281366317,0,1.9190333474927
0.08,0.3,0.25,1.2,1.2,1.09775773717141,0.643761955684493,0.117872438967872,7.93972813663169,7.9397281366317,0,1.9190333474927
0.08,0.2,0.25,0.8,1,1.09595330923593,0.642703778622918,0.11645461756765,8.09105125709256,8.09105125709257,0,1.93140713355942
0.08,0.2,0.25,0.8,1.2,1.09595330923593,0.642703778622918,0.11645461756765,8.09105125709256,8.09105125709257,0,1.93140713355942
0.12,0.3,0.35,2.4,1,1.08297472010639,0.635092698657695,0.114396705732983,9.17946302884337,9.17946302884337,0,1.93900766277656
0.12,0.3,0.35,2.4,1.2,1.08297472010639,0.635092698657695,0.114396705732983,9.17946302884337,9.17946302884337,0,1.93900766277656
0.08,0.3,0.25,0.8,1,1.09773048584591,0.643745974593215,0.115605723585183,7.94201349008387,7.94201349008388,0,1.94167324999409
0.08,0.3,0.25,0.8,1.2,1.09773048584591,0.643745974593215,0.115605723585183,7.94201349008387,7.94201349008388,0,1.94167324999409
0.12,0.2,0.35,2.4,1,1.08196352913778,0.634499702358525,0.105161404394354,9.26426362949006,9.26426362949007,0,2.03034948519423
0.12,0.2,0.35,2.4,1.2,1.08196352913778,0.634499702358525,0.105161404394354,9.26426362949006,9.26426362949007,0,2.03034948519423
0.08,0.1,0.25,2.4,1,1.09445351678432,0.641824250026512,0.1051181814345,8.21682700538252,8.21682700538252,0,2.04327170243931
0.08,0.1,0.25,2.4,1.2,1.09445351678432,0.641824250026512,0.1051181814345,8.21682700538252,8.21682700538252,0,2.04327170243931
0.08,0.1,0.25,1.8,1,1.0943600147227,0.641769417281536,0.102841125625967,8.22466828485686,8.22466828485687,0,2.06594875846303
0.08,0.1,0.25,1.8,1.2,1.0943600147227,0.641769417281536,0.102841125625967,8.22466828485686,8.22466828485687,0,2.06594875846303
0.12,0.3,0.45,0.8,1,1.0819744613833,0.634506113393965,0.100520202944213,9.26334682839566,9.26334682839567,0,2.07677243194117
0.12,0.3,0.45,0.8,1.2,1.0819744613833,0.634506113393965,0.100520202944213,9.26334682839566,9.26334682839567,0,2.07677243194117
